attrition,age,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_count,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_18,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
yes,45,travel_frequently,306,sales,26,4,life_sciences,1,684,1,female,100,3,2,sales_executive,1,married,4286,5630,2,y,no,14,3,4,80,2,5,4,3,1,1,0,0
no,26,travel_rarely,991,research_development,6,3,life_sciences,1,686,3,female,71,3,1,laboratory_technician,4,married,2659,17759,1,y,yes,13,3,3,80,1,3,2,3,3,2,0,2
no,37,travel_rarely,482,research_development,3,3,other,1,689,3,male,36,3,3,manufacturing_director,3,married,9434,9606,1,y,no,15,3,3,80,1,10,2,3,10,7,7,8
no,29,travel_rarely,1176,sales,3,2,medical,1,690,2,female,62,3,2,sales_executive,3,married,5561,3487,1,y,no,14,3,1,80,1,6,5,2,6,0,1,2
no,35,travel_rarely,1017,research_development,6,4,life_sciences,1,691,2,male,82,1,2,research_scientist,4,single,6646,19368,1,y,no,13,3,2,80,0,17,3,3,17,11,11,8
no,33,travel_frequently,1296,research_development,6,3,life_sciences,1,692,3,male,30,3,2,healthcare_representative,4,divorced,7725,5335,3,y,no,23,4,3,80,1,15,2,1,13,11,4,7
no,54,travel_rarely,397,human_resources,19,4,medical,1,698,3,male,88,3,3,human_resources,2,married,10725,6729,2,y,no,15,3,3,80,1,16,1,4,9,7,7,1
no,36,travel_rarely,913,research_development,9,2,medical,1,699,2,male,48,2,2,manufacturing_director,2,divorced,8847,13934,2,y,yes,11,3,3,80,1,13,2,3,3,2,0,2
no,27,travel_rarely,1115,research_development,3,4,medical,1,700,1,male,54,2,1,research_scientist,4,single,2045,15174,0,y,no,13,3,4,80,0,5,0,3,4,2,1,1
yes,20,travel_rarely,1362,research_development,10,1,medical,1,701,4,male,32,3,1,research_scientist,3,single,1009,26999,1,y,yes,11,3,4,80,0,1,5,3,1,0,1,1
yes,33,travel_frequently,1076,research_development,3,3,life_sciences,1,702,1,male,70,3,1,research_scientist,1,single,3348,3164,1,y,yes,11,3,1,80,0,10,3,3,10,8,9,7
no,35,non_travel,727,research_development,3,3,life_sciences,1,704,3,male,41,2,1,laboratory_technician,3,married,1281,16900,1,y,no,18,3,3,80,2,1,3,3,1,0,0,0
no,23,travel_rarely,885,research_development,4,3,medical,1,705,1,male,58,4,1,research_scientist,1,married,2819,8544,2,y,no,16,3,1,80,1,5,3,4,3,2,0,2
no,25,travel_rarely,810,sales,8,3,life_sciences,1,707,4,male,57,4,2,sales_executive,2,married,4851,15678,0,y,no,22,4,3,80,1,4,4,3,3,2,1,2
no,38,travel_rarely,243,sales,7,4,marketing,1,709,4,female,46,2,2,sales_executive,4,single,4028,7791,0,y,no,20,4,1,80,0,8,2,3,7,7,0,5
no,29,travel_frequently,806,research_development,1,4,life_sciences,1,710,2,male,76,1,1,research_scientist,4,divorced,2720,18959,1,y,no,18,3,4,80,1,10,5,3,10,7,2,8
no,48,travel_rarely,817,sales,2,1,marketing,1,712,2,male,56,4,2,sales_executive,2,married,8120,18597,3,y,no,12,3,4,80,0,12,3,3,2,2,2,2
no,27,travel_frequently,1410,sales,3,1,medical,1,714,4,female,71,4,2,sales_executive,4,divorced,4647,16673,1,y,yes,20,4,2,80,2,6,3,3,6,5,0,4
no,37,travel_rarely,1225,research_development,10,2,life_sciences,1,715,4,male,80,4,1,research_scientist,4,single,4680,15232,3,y,no,17,3,1,80,0,4,2,3,1,0,0,0
no,50,travel_rarely,1207,research_development,28,1,medical,1,716,4,male,74,4,1,laboratory_technician,3,married,3221,3297,1,y,yes,11,3,3,80,3,20,3,3,20,8,3,8
no,34,travel_rarely,1442,research_development,9,3,medical,1,717,4,female,46,2,3,healthcare_representative,2,single,8621,17654,1,y,no,14,3,2,80,0,9,3,4,8,7,7,7
yes,24,travel_rarely,693,sales,3,2,life_sciences,1,720,1,female,65,3,2,sales_executive,3,single,4577,24785,9,y,no,14,3,1,80,0,4,3,3,2,2,2,0
no,39,travel_rarely,408,research_development,2,4,technical_degree,1,721,4,female,80,2,2,healthcare_representative,3,single,4553,20978,1,y,no,11,3,1,80,0,20,4,3,20,7,11,10
no,32,travel_rarely,929,sales,10,3,marketing,1,722,4,male,55,3,2,sales_executive,4,single,5396,21703,1,y,no,12,3,4,80,0,10,2,2,10,7,0,8
yes,50,travel_frequently,562,sales,8,2,technical_degree,1,723,2,male,50,3,2,sales_executive,3,married,6796,23452,3,y,yes,14,3,1,80,1,18,4,3,4,3,1,3
no,38,travel_rarely,827,research_development,1,4,life_sciences,1,724,2,female,33,4,2,healthcare_representative,4,single,7625,19383,0,y,no,13,3,3,80,0,10,4,2,9,7,1,8
no,27,travel_rarely,608,research_development,1,2,life_sciences,1,725,3,female,68,3,3,manufacturing_director,1,married,7412,6009,1,y,no,11,3,4,80,0,9,3,3,9,7,0,7
no,32,travel_rarely,1018,research_development,3,2,life_sciences,1,727,3,female,39,3,3,research_director,4,single,11159,19373,3,y,no,15,3,4,80,0,10,6,3,7,7,7,7
no,47,travel_rarely,703,sales,14,4,marketing,1,728,4,male,42,3,2,sales_executive,1,single,4960,11825,2,y,no,12,3,4,80,0,20,2,3,7,7,1,7
no,40,travel_frequently,580,sales,5,4,life_sciences,1,729,4,male,48,2,3,sales_executive,1,married,10475,23772,5,y,yes,21,4,3,80,1,20,2,3,18,13,1,12
no,53,travel_rarely,970,research_development,7,3,life_sciences,1,730,3,male,59,4,4,research_director,3,married,14814,13514,3,y,no,19,3,3,80,0,32,3,3,5,1,1,3
no,41,travel_rarely,427,human_resources,10,4,human_resources,1,731,2,male,73,2,5,manager,4,divorced,19141,8861,3,y,no,15,3,2,80,3,23,2,2,21,6,12,6
no,60,travel_rarely,1179,sales,16,4,marketing,1,732,1,male,84,3,2,sales_executive,1,single,5405,11924,8,y,no,14,3,4,80,0,10,1,3,2,2,2,2
no,27,travel_frequently,294,research_development,10,2,life_sciences,1,733,4,male,32,3,3,manufacturing_director,1,divorced,8793,4809,1,y,no,21,4,3,80,2,9,4,2,9,7,1,7
no,41,travel_rarely,314,human_resources,1,3,human_resources,1,734,4,male,59,2,5,manager,3,married,19189,19562,1,y,no,12,3,2,80,1,22,3,3,22,7,2,10
no,50,travel_rarely,316,sales,8,4,marketing,1,738,4,male,54,3,1,sales_representative,2,married,3875,9983,7,y,no,15,3,4,80,1,4,2,3,2,2,2,2
yes,28,travel_rarely,654,research_development,1,2,life_sciences,1,741,1,female,67,1,1,research_scientist,2,single,2216,3872,7,y,yes,13,3,4,80,0,10,4,3,7,7,3,7
no,36,non_travel,427,research_development,8,3,life_sciences,1,742,1,female,63,4,3,research_director,1,married,11713,20335,9,y,no,14,3,1,80,1,10,2,3,8,7,0,5
no,38,travel_rarely,168,research_development,1,3,life_sciences,1,743,3,female,81,3,3,manufacturing_director,3,single,7861,15397,4,y,yes,14,3,4,80,0,10,4,4,1,0,0,0
no,44,non_travel,381,research_development,24,3,medical,1,744,1,male,49,1,1,laboratory_technician,3,single,3708,2104,2,y,no,14,3,3,80,0,9,5,3,5,2,1,4
no,47,travel_frequently,217,sales,3,3,medical,1,746,4,female,49,3,4,sales_executive,3,divorced,13770,10225,9,y,yes,12,3,4,80,2,28,2,2,22,2,11,13
no,30,travel_rarely,501,sales,27,5,marketing,1,747,3,male,99,3,2,sales_executive,4,divorced,5304,25275,7,y,no,23,4,4,80,1,10,2,2,8,7,7,7
no,29,travel_rarely,1396,sales,10,3,life_sciences,1,749,3,male,99,3,1,sales_representative,3,single,2642,2755,1,y,no,11,3,3,80,0,1,6,3,1,0,0,0
yes,42,travel_frequently,933,research_development,19,3,medical,1,752,3,male,57,4,1,research_scientist,3,divorced,2759,20366,6,y,yes,12,3,4,80,0,7,2,3,2,2,2,2
no,43,travel_frequently,775,sales,15,3,life_sciences,1,754,4,male,47,2,2,sales_executive,4,married,6804,23683,3,y,no,18,3,3,80,1,7,5,3,2,2,2,2
no,34,travel_rarely,970,research_development,8,2,medical,1,757,2,female,96,3,2,healthcare_representative,3,single,6142,7360,3,y,no,11,3,4,80,0,10,2,3,5,1,4,3
no,23,travel_rarely,650,research_development,9,1,medical,1,758,2,male,37,3,1,laboratory_technician,1,married,2500,4344,1,y,no,14,3,4,80,1,5,2,4,4,3,0,2
no,39,travel_rarely,141,human_resources,3,3,human_resources,1,760,3,female,44,4,2,human_resources,2,married,6389,18767,9,y,no,15,3,3,80,1,12,3,1,8,3,3,6
no,56,travel_rarely,832,research_development,9,3,medical,1,762,3,male,81,3,4,healthcare_representative,4,married,11103,20420,7,y,no,11,3,3,80,0,30,1,2,10,7,1,1
no,40,travel_rarely,804,research_development,2,1,medical,1,763,4,female,86,2,1,research_scientist,4,single,2342,22929,0,y,yes,20,4,4,80,0,5,2,2,4,2,2,3
no,27,travel_rarely,975,research_development,7,3,medical,1,764,4,female,55,2,2,healthcare_representative,1,single,6811,23398,8,y,no,19,3,1,80,0,9,2,1,7,6,0,7
no,29,travel_rarely,1090,sales,10,3,marketing,1,766,4,male,83,3,1,sales_representative,2,divorced,2297,17967,1,y,no,14,3,4,80,2,2,2,3,2,2,2,2
no,53,travel_rarely,346,research_development,6,3,life_sciences,1,769,4,male,86,3,2,laboratory_technician,4,single,2450,10919,2,y,no,17,3,4,80,0,19,4,3,2,2,2,2
no,35,non_travel,1225,research_development,2,4,life_sciences,1,771,4,female,61,3,2,healthcare_representative,1,divorced,5093,4761,2,y,no,11,3,1,80,1,16,2,4,1,0,0,0
no,32,travel_frequently,430,research_development,24,4,life_sciences,1,772,1,male,80,3,2,laboratory_technician,4,married,5309,21146,1,y,no,15,3,4,80,2,10,2,3,10,8,4,7
no,38,travel_rarely,268,research_development,2,5,medical,1,773,4,male,92,3,1,research_scientist,3,married,3057,20471,6,y,yes,13,3,2,80,1,6,0,1,1,0,0,1
no,34,travel_rarely,167,research_development,8,5,life_sciences,1,775,2,female,32,3,2,manufacturing_director,1,divorced,5121,4187,3,y,no,14,3,3,80,1,7,3,3,0,0,0,0
no,52,travel_rarely,621,sales,3,4,marketing,1,776,3,male,31,2,4,manager,1,married,16856,10084,1,y,no,11,3,1,80,0,34,3,4,34,6,1,16
yes,33,travel_rarely,527,research_development,1,4,other,1,780,4,male,63,3,1,research_scientist,4,single,2686,5207,1,y,yes,13,3,3,80,0,10,2,2,10,9,7,8
no,25,travel_rarely,883,sales,26,1,medical,1,781,3,female,32,3,2,sales_executive,4,single,6180,22807,1,y,no,23,4,2,80,0,6,5,2,6,5,1,4
no,45,travel_rarely,954,sales,2,2,technical_degree,1,783,2,male,46,1,2,sales_representative,3,single,6632,12388,0,y,no,13,3,1,80,0,9,3,3,8,7,3,1
no,23,travel_rarely,310,research_development,10,1,medical,1,784,1,male,79,4,1,research_scientist,3,single,3505,19630,1,y,no,18,3,4,80,0,2,3,3,2,2,0,2
yes,47,travel_frequently,719,sales,27,2,life_sciences,1,785,2,female,77,4,2,sales_executive,3,single,6397,10339,4,y,yes,12,3,4,80,0,8,2,3,5,4,1,3
no,34,travel_rarely,304,sales,2,3,other,1,786,4,male,60,3,2,sales_executive,4,single,6274,18686,1,y,no,22,4,3,80,0,6,5,3,6,5,1,4
yes,55,travel_rarely,725,research_development,2,3,medical,1,787,4,male,78,3,5,manager,1,married,19859,21199,5,y,yes,13,3,4,80,1,24,2,3,5,2,1,4
no,36,non_travel,1434,sales,8,4,life_sciences,1,789,1,male,76,2,3,sales_executive,1,single,7587,14229,1,y,no,15,3,2,80,0,10,1,3,10,7,0,9
no,52,non_travel,715,research_development,19,4,medical,1,791,4,male,41,3,1,research_scientist,4,married,4258,26589,0,y,no,18,3,1,80,1,5,3,3,4,3,1,2
no,26,travel_frequently,575,research_development,1,2,life_sciences,1,792,1,female,71,1,1,laboratory_technician,4,divorced,4364,5288,3,y,no,14,3,1,80,1,5,2,3,2,2,2,0
no,29,travel_rarely,657,research_development,27,3,medical,1,793,2,female,66,3,2,healthcare_representative,3,married,4335,25549,4,y,no,12,3,1,80,1,11,3,2,8,7,1,1
yes,26,travel_rarely,1146,sales,8,3,technical_degree,1,796,4,male,38,2,2,sales_executive,1,single,5326,3064,6,y,no,17,3,3,80,0,6,2,2,4,3,1,2
no,34,travel_rarely,182,research_development,1,4,life_sciences,1,797,2,female,72,4,1,research_scientist,4,single,3280,13551,2,y,no,16,3,3,80,0,10,2,3,4,2,1,3
no,54,travel_rarely,376,research_development,19,4,medical,1,799,4,female,95,3,2,manufacturing_director,1,divorced,5485,22670,9,y,yes,11,3,2,80,2,9,4,3,5,3,1,4
no,27,travel_frequently,829,sales,8,1,marketing,1,800,3,male,84,3,2,sales_executive,4,married,4342,24008,0,y,no,19,3,2,80,1,5,3,3,4,2,1,1
no,37,travel_rarely,571,research_development,10,1,life_sciences,1,802,4,female,82,3,1,research_scientist,1,divorced,2782,19905,0,y,yes,13,3,2,80,2,6,3,2,5,3,4,3
no,38,travel_frequently,240,research_development,2,4,life_sciences,1,803,1,female,75,4,2,manufacturing_director,1,single,5980,26085,6,y,yes,12,3,4,80,0,17,2,3,15,7,4,12
no,34,travel_rarely,121,research_development,2,4,medical,1,804,3,female,86,2,1,research_scientist,1,single,4381,7530,1,y,no,11,3,3,80,0,6,3,3,6,5,1,3
no,35,travel_rarely,384,sales,8,4,life_sciences,1,805,1,female,72,3,1,sales_representative,4,married,2572,20317,1,y,no,16,3,2,80,1,3,1,2,3,2,0,2
no,30,travel_rarely,921,research_development,1,3,life_sciences,1,806,4,male,38,1,1,laboratory_technician,3,married,3833,24375,3,y,no,21,4,3,80,2,7,2,3,2,2,0,2
no,40,travel_frequently,791,research_development,2,2,medical,1,807,3,female,38,4,2,healthcare_representative,2,married,4244,9931,1,y,no,24,4,4,80,1,8,2,3,8,7,3,7
no,34,travel_rarely,1111,sales,8,2,life_sciences,1,808,3,female,93,3,2,sales_executive,1,married,6500,13305,5,y,no,17,3,2,80,1,6,1,3,3,2,1,2
no,42,travel_frequently,570,research_development,8,3,life_sciences,1,809,2,male,66,3,5,manager,4,divorced,18430,16225,1,y,no,13,3,2,80,1,24,4,2,24,7,14,9
yes,23,travel_rarely,1243,research_development,6,3,life_sciences,1,811,3,male,63,4,1,laboratory_technician,1,married,1601,3445,1,y,yes,21,4,3,80,2,1,2,3,0,0,0,0
no,24,non_travel,1092,research_development,9,3,life_sciences,1,812,3,male,60,2,1,laboratory_technician,2,divorced,2694,26551,1,y,no,11,3,3,80,3,1,4,3,1,0,0,0
no,52,travel_rarely,1325,research_development,11,4,life_sciences,1,813,4,female,82,3,2,laboratory_technician,3,married,3149,21821,8,y,no,20,4,2,80,1,9,3,3,5,2,1,4
no,50,travel_rarely,691,research_development,2,3,medical,1,815,3,male,64,3,4,research_director,3,married,17639,6881,5,y,no,16,3,4,80,0,30,3,3,4,3,0,3
yes,29,travel_rarely,805,research_development,1,2,life_sciences,1,816,2,female,36,2,1,laboratory_technician,1,married,2319,6689,1,y,yes,11,3,4,80,1,1,1,3,1,0,0,0
no,33,travel_rarely,213,research_development,7,3,medical,1,817,3,male,49,3,3,research_director,3,married,11691,25995,0,y,no,11,3,4,80,0,14,3,4,13,9,3,7
yes,33,travel_rarely,118,sales,16,3,marketing,1,819,1,female,69,3,2,sales_executive,1,single,5324,26507,5,y,no,15,3,3,80,0,6,3,3,3,2,0,2
no,47,travel_rarely,202,research_development,2,2,other,1,820,3,female,33,3,4,manager,4,married,16752,12982,1,y,yes,11,3,3,80,1,26,3,2,26,14,3,0
no,36,travel_rarely,676,research_development,1,3,other,1,823,3,female,35,3,2,manufacturing_director,2,married,5228,23361,0,y,no,15,3,1,80,1,10,2,3,9,7,0,5
no,29,travel_rarely,1252,research_development,23,2,life_sciences,1,824,3,male,81,4,1,research_scientist,3,married,2700,23779,1,y,no,24,4,3,80,1,10,3,3,10,7,0,7
yes,58,travel_rarely,286,research_development,2,4,life_sciences,1,825,4,male,31,3,5,research_director,2,single,19246,25761,7,y,yes,12,3,4,80,0,40,2,3,31,15,13,8
no,35,travel_rarely,1258,research_development,1,4,life_sciences,1,826,4,female,40,4,1,research_scientist,3,single,2506,13301,3,y,no,13,3,3,80,0,7,0,3,2,2,2,2
no,42,travel_rarely,932,research_development,1,2,life_sciences,1,827,4,female,43,2,2,manufacturing_director,4,married,6062,4051,9,y,yes,13,3,4,80,1,8,4,3,4,3,0,2
yes,28,travel_rarely,890,research_development,2,4,medical,1,828,3,male,46,3,1,research_scientist,3,single,4382,16374,6,y,no,17,3,4,80,0,5,3,2,2,2,2,1
no,36,travel_rarely,1041,human_resources,13,3,human_resources,1,829,3,male,36,3,1,human_resources,2,married,2143,25527,4,y,no,13,3,2,80,1,8,2,3,5,2,0,4
no,32,travel_rarely,859,research_development,4,3,life_sciences,1,830,3,female,98,2,2,manufacturing_director,3,married,6162,19124,1,y,no,12,3,3,80,1,14,3,3,14,13,6,8
no,40,travel_frequently,720,research_development,16,4,medical,1,832,1,male,51,2,2,laboratory_technician,3,single,5094,11983,6,y,no,14,3,4,80,0,10,6,3,1,0,0,0
no,30,travel_rarely,946,research_development,2,3,medical,1,833,3,female,52,2,2,manufacturing_director,4,single,6877,20234,5,y,yes,24,4,2,80,0,12,4,2,0,0,0,0
no,45,travel_rarely,252,research_development,2,3,life_sciences,1,834,2,female,95,2,1,research_scientist,3,single,2274,6153,1,y,no,14,3,4,80,0,1,3,3,1,0,0,0
no,42,travel_rarely,933,research_development,29,3,life_sciences,1,836,2,male,98,3,2,manufacturing_director,2,married,4434,11806,1,y,no,13,3,4,80,1,10,3,2,9,8,7,8
no,38,travel_frequently,471,research_development,12,3,life_sciences,1,837,1,male,45,2,2,healthcare_representative,1,divorced,6288,4284,2,y,no,15,3,3,80,1,13,3,2,4,3,1,2
no,34,travel_frequently,702,research_development,16,4,life_sciences,1,838,3,female,100,2,1,research_scientist,4,single,2553,8306,1,y,no,16,3,3,80,0,6,3,3,5,2,1,3
yes,49,travel_rarely,1184,sales,11,3,marketing,1,840,3,female,43,3,3,sales_executive,4,married,7654,5860,1,y,no,18,3,1,80,2,9,3,4,9,8,7,7
yes,55,travel_rarely,436,sales,2,1,medical,1,842,3,male,37,3,2,sales_executive,4,single,5160,21519,4,y,no,16,3,3,80,0,12,3,2,9,7,7,3
no,43,travel_rarely,589,research_development,14,2,life_sciences,1,843,2,male,94,3,4,research_director,1,married,17159,5200,6,y,no,24,4,3,80,1,22,3,3,4,1,1,0
no,27,travel_rarely,269,research_development,5,1,technical_degree,1,844,3,male,42,2,3,research_director,4,divorced,12808,8842,1,y,yes,16,3,2,80,1,9,3,3,9,8,0,8
no,35,travel_rarely,950,research_development,7,3,other,1,845,3,male,59,3,3,manufacturing_director,3,single,10221,18869,3,y,no,21,4,2,80,0,17,3,4,8,5,1,6
no,28,travel_rarely,760,sales,2,4,marketing,1,846,2,female,81,3,2,sales_executive,2,married,4779,3698,1,y,yes,20,4,1,80,0,8,2,3,8,7,7,5
no,34,travel_rarely,829,human_resources,3,2,human_resources,1,847,3,male,88,3,1,human_resources,4,married,3737,2243,0,y,no,19,3,3,80,1,4,1,1,3,2,0,2
yes,26,travel_frequently,887,research_development,5,2,medical,1,848,3,female,88,2,1,research_scientist,3,married,2366,20898,1,y,yes,14,3,1,80,1,8,2,3,8,7,1,7
no,27,non_travel,443,research_development,3,3,medical,1,850,4,male,50,3,1,research_scientist,4,married,1706,16571,1,y,no,11,3,3,80,3,0,6,2,0,0,0,0
no,51,travel_rarely,1318,sales,26,4,marketing,1,851,1,female,66,3,4,manager,3,married,16307,5594,2,y,no,14,3,3,80,1,29,2,2,20,6,4,17
no,44,travel_rarely,625,research_development,4,3,medical,1,852,4,male,50,3,2,healthcare_representative,2,single,5933,5197,9,y,no,12,3,4,80,0,10,2,2,5,2,2,3
no,25,travel_rarely,180,research_development,2,1,medical,1,854,1,male,65,4,1,research_scientist,1,single,3424,21632,7,y,no,13,3,3,80,0,6,3,2,4,3,0,1
no,33,travel_rarely,586,sales,1,3,medical,1,855,1,male,48,4,2,sales_executive,1,divorced,4037,21816,1,y,no,22,4,1,80,1,9,5,3,9,8,0,8
no,35,travel_rarely,1343,research_development,27,1,medical,1,856,3,female,53,2,1,research_scientist,1,single,2559,17852,1,y,no,11,3,4,80,0,6,3,2,6,5,1,1
no,36,travel_rarely,928,sales,1,2,life_sciences,1,857,2,male,56,3,2,sales_executive,4,married,6201,2823,1,y,yes,14,3,4,80,1,18,1,2,18,14,4,11
no,32,travel_rarely,117,sales,13,4,life_sciences,1,859,2,male,73,3,2,sales_executive,4,divorced,4403,9250,2,y,no,11,3,3,80,1,8,3,2,5,2,0,3
no,30,travel_frequently,1012,research_development,5,4,life_sciences,1,861,2,male,75,2,1,research_scientist,4,divorced,3761,2373,9,y,no,12,3,2,80,1,10,3,2,5,4,0,3
no,53,travel_rarely,661,sales,7,2,marketing,1,862,1,female,78,2,3,sales_executive,4,married,10934,20715,7,y,yes,18,3,4,80,1,35,3,3,5,2,0,4
no,45,travel_rarely,930,sales,9,3,marketing,1,864,4,male,74,3,3,sales_executive,1,divorced,10761,19239,4,y,yes,12,3,3,80,1,18,2,3,5,4,0,2
no,32,travel_rarely,638,research_development,8,2,medical,1,865,3,female,91,4,2,research_scientist,3,married,5175,22162,5,y,no,12,3,3,80,1,9,3,2,5,3,1,3
no,52,travel_frequently,890,research_development,25,4,medical,1,867,3,female,81,2,4,manufacturing_director,4,married,13826,19028,3,y,no,22,4,3,80,0,31,3,3,9,8,0,0
no,37,travel_rarely,342,sales,16,4,marketing,1,868,4,male,66,2,2,sales_executive,3,divorced,6334,24558,4,y,no,19,3,4,80,2,9,2,3,1,0,0,0
no,28,travel_rarely,1169,human_resources,8,2,medical,1,869,2,male,63,2,1,human_resources,4,divorced,4936,23965,1,y,no,13,3,4,80,1,6,6,3,5,1,0,4
no,22,travel_rarely,1230,research_development,1,2,life_sciences,1,872,4,male,33,2,2,manufacturing_director,4,married,4775,19146,6,y,no,22,4,1,80,2,4,2,1,2,2,2,2
no,44,travel_rarely,986,research_development,8,4,life_sciences,1,874,1,male,62,4,1,laboratory_technician,4,married,2818,5044,2,y,yes,24,4,3,80,1,10,2,2,3,2,0,2
no,42,travel_frequently,1271,research_development,2,1,medical,1,875,2,male,35,3,1,research_scientist,4,single,2515,9068,5,y,yes,14,3,4,80,0,8,2,3,2,1,2,2
no,36,travel_rarely,1278,human_resources,8,3,life_sciences,1,878,1,male,77,2,1,human_resources,1,married,2342,8635,0,y,no,21,4,3,80,0,6,3,3,5,4,0,3
no,25,travel_rarely,141,sales,3,1,other,1,879,3,male,98,3,2,sales_executive,1,married,4194,14363,1,y,yes,18,3,4,80,0,5,3,3,5,3,0,3
no,35,travel_rarely,607,research_development,9,3,life_sciences,1,880,4,female,66,2,3,manufacturing_director,3,married,10685,23457,1,y,yes,20,4,2,80,1,17,2,3,17,14,5,15
yes,35,travel_frequently,130,research_development,25,4,life_sciences,1,881,4,female,96,3,1,research_scientist,2,divorced,2022,16612,1,y,yes,19,3,1,80,1,10,3,2,10,2,7,8
no,32,non_travel,300,research_development,1,3,life_sciences,1,882,4,male,61,3,1,laboratory_technician,4,divorced,2314,9148,0,y,no,12,3,2,80,1,4,2,3,3,0,0,2
no,25,travel_rarely,583,sales,4,1,marketing,1,885,3,male,87,2,2,sales_executive,1,married,4256,18154,1,y,no,12,3,1,80,0,5,1,4,5,2,0,3
no,49,travel_rarely,1418,research_development,1,3,technical_degree,1,887,3,female,36,3,1,research_scientist,1,married,3580,10554,2,y,no,16,3,2,80,1,7,2,3,4,2,0,2
no,24,non_travel,1269,research_development,4,1,life_sciences,1,888,1,male,46,2,1,laboratory_technician,4,married,3162,10778,0,y,no,17,3,4,80,0,6,2,2,5,2,3,4
no,32,travel_frequently,379,sales,5,2,life_sciences,1,889,2,male,48,3,2,sales_executive,2,married,6524,8891,1,y,no,14,3,4,80,1,10,3,3,10,8,5,3
no,38,travel_rarely,395,sales,9,3,marketing,1,893,2,male,98,2,1,sales_representative,2,married,2899,12102,0,y,no,19,3,4,80,1,3,3,3,2,2,1,2
no,42,travel_rarely,1265,research_development,3,3,life_sciences,1,894,3,female,95,4,2,laboratory_technician,4,married,5231,23726,2,y,yes,13,3,2,80,1,17,1,2,5,3,1,3
